연번,주소,기하구조,관리부서
766,제주특별자치도 서귀포시 안덕면 창천리 155-7 (건너편),3지형,교통정보센터
767,제주특별자치도 서귀포시 안덕면 창천리 480-5,4지형,교통정보센터
768,제주특별자치도 서귀포시 안덕면 창천리 410-1,4지형,교통정보센터
769,제주특별자치도 서귀포시 안덕면 창천리 420-3,4지형,교통정보센터
770,제주특별자치도 서귀포시 안덕면 감산리 132-3,3지형,교통정보센터
771,제주특별자치도 서귀포시 안덕면 감산리 299-2,3지형,교통정보센터
772,제주특별자치도 서귀포시 안덕면 감산리 349-2,3지형,교통정보센터
773,제주특별자치도 서귀포시 안덕면 감산리 360-1,3지형,교통정보센터
774,제주특별자치도 서귀포시 안덕면 감산리 409,3지형,교통정보센터
775,제주특별자치도 서귀포시 안덕면 감산리 1509-3,3지형,교통정보센터
776,제주특별자치도 서귀포시 안덕면 화순리 141-4,3지형,교통정보센터
777,제주특별자치도 서귀포시 안덕면 화순리 1394,4지형,교통정보센터
778,제주특별자치도 서귀포시 안덕면 화순리 1233-3,5지형,교통정보센터
779,제주특별자치도 서귀포시 안덕면 화순리 233,4지형,교통정보센터
780,제주특별자치도 서귀포시 안덕면 화순리 1052-10,4지형,교통정보센터
781,제주특별자치도 서귀포시 안덕면 화순리 1987,4지형,교통정보센터
782,제주특별자치도 서귀포시 안덕면 화순리 1989,3지형,교통정보센터
783,제주특별자치도 서귀포시 안덕면 사계리 3602-5,3지형,교통정보센터
784,제주특별자치도 서귀포시 안덕면 덕수리 산 27-2,3지형,교통정보센터
785,제주특별자치도 서귀포시 안덕면 덕수리 665-3,4지형,교통정보센터
786,제주특별자치도 서귀포시 안덕면 덕수리 2369-5,4지형,교통정보센터
787,제주특별자치도 서귀포시 안덕면 사계리 757-5,4지형,교통정보센터
788,제주특별자치도 서귀포시 안덕면 사계리 1030-1,3지형,교통정보센터
789,제주특별자치도 서귀포시 대정읍 안성리 213-4,3지형,교통정보센터
790,제주특별자치도 서귀포시 대정읍 안성리 1447-8,4지형,교통정보센터
791,제주특별자치도 서귀포시 대정읍 안성리 1496-3,단일로,교통정보센터
792,제주특별자치도 서귀포시 대정읍 인성리 268-1,4지형,교통정보센터
793,제주특별자치도 서귀포시 대정읍 인성리 276-3,4지형,교통정보센터
794,제주특별자치도 서귀포시 대정읍 인성리 264-9,3지형,교통정보센터
795,제주특별자치도 서귀포시 대정읍 인성리 368-7,5지형,교통정보센터
796,제주특별자치도 서귀포시 대정읍 인성리 396-4,4지형,교통정보센터
797,제주특별자치도 서귀포시 대정읍 인성리 624-118,4지형,교통정보센터
798,제주특별자치도 서귀포시 대정읍 상모리 3396-1,4지형,교통정보센터
799,제주특별자치도 서귀포시 대정읍 상모리 3376-1,4지형,교통정보센터
800,제주특별자치도 서귀포시 대정읍 상모리 3689-2,3지형,교통정보센터
801,제주특별자치도 서귀포시 대정읍 상모리 3723-1,단일로,교통정보센터
802,제주특별자치도 서귀포시 대정읍 하모리 1389-5,4지형,교통정보센터
803,제주특별자치도 서귀포시 대정읍 하모리 1414-1,4지형,교통정보센터
804,제주특별자치도 서귀포시 대정읍 동일리 2905-3,4지형,교통정보센터
805,제주특별자치도 서귀포시 대정읍 일과리 97-1,4지형,교통정보센터
806,제주특별자치도 서귀포시 대정읍 일과리 1187-10,3지형,교통정보센터
807,제주특별자치도 서귀포시 대정읍 일과리 1110-10,4지형,교통정보센터
808,제주특별자치도 서귀포시 대정읍 일과리 849-4,3지형,교통정보센터
809,제주특별자치도 서귀포시 대정읍 일과리 1471-3,4지형,교통정보센터
810,제주특별자치도 서귀포시 대정읍 일과리 1493-3,4지형,교통정보센터
811,제주특별자치도 서귀포시 대정읍 일과리 1516-5,4지형,교통정보센터
812,제주특별자치도 서귀포시 대정읍 영락리 564-4,4지형,교통정보센터
813,제주특별자치도 서귀포시 대정읍 영락리 833-6,4지형,교통정보센터
814,제주특별자치도 서귀포시 대정읍 영락리 1297-1,4지형,교통정보센터
815,제주특별자치도 서귀포시 대정읍 영락리 1276-2,3지형,교통정보센터
816,제주특별자치도 서귀포시 대정읍 영락리 1269-2,3지형,교통정보센터
817,제주특별자치도 서귀포시 대정읍 영락리 1259-7,3지형,교통정보센터
818,제주특별자치도 서귀포시 대정읍 영락리 1927-8,3지형,교통정보센터
819,제주특별자치도 서귀포시 대정읍 무릉리 3019,4지형,교통정보센터
820,제주특별자치도 서귀포시 대정읍 무릉리 3077-4,단일로,교통정보센터
821,제주특별자치도 서귀포시 대정읍 무릉리 3100-7,4지형,교통정보센터
822,제주특별자치도 서귀포시 대정읍 무릉리 3552-3,4지형,교통정보센터
823,제주특별자치도 서귀포시 대정읍 신도리 1606-1,4지형,교통정보센터
824,제주특별자치도 서귀포시 대정읍 신도리 1735-2,4지형,교통정보센터
825,제주특별자치도 서귀포시 대정읍 신도리 1821-5,3지형,교통정보센터
826,제주특별자치도 서귀포시 대정읍 신도리 1883-7,4지형,교통정보센터
827,제주특별자치도 서귀포시 대정읍 신도리 1877-10,4지형,교통정보센터
828,제주특별자치도 서귀포시 토평동 1283-4,5지형,교통정보센터
829,제주특별자치도 서귀포시 토평동 2270-1,4지형,교통정보센터
830,제주특별자치도 서귀포시 동홍동 944-10,4지형,교통정보센터
831,제주특별자치도 서귀포시 동홍동 1074,4지형,교통정보센터
832,제주특별자치도 서귀포시 동홍동 1682,4지형,교통정보센터
833,제주특별자치도 서귀포시 동홍동 1580-5,4지형,교통정보센터
834,제주특별자치도 서귀포시 서홍동 273-7,4지형,교통정보센터
835,제주특별자치도 서귀포시 서홍동 1651-11,4지형,교통정보센터
836,제주특별자치도 서귀포시 호근동 1170-2,4지형,교통정보센터
837,제주특별자치도 서귀포시 서호동 394-1,4지형,교통정보센터
838,제주특별자치도 서귀포시 서호동 1500-1,3지형,교통정보센터
839,제주특별자치도 서귀포시 서호동 1555,3지형,교통정보센터
840,제주특별자치도 서귀포시 서호동 1134,단일로,교통정보센터
841,제주특별자치도 서귀포시 서호동 1441-4,3지형,교통정보센터
842,제주특별자치도 서귀포시 강정동 108-14,3지형,교통정보센터
843,제주특별자치도 서귀포시 강정동 1500-15,4지형,교통정보센터
844,제주특별자치도 서귀포시 강정동 1905-33,4지형,교통정보센터
845,제주특별자치도 서귀포시 강정동 1925-5,3지형,교통정보센터
846,제주특별자치도 서귀포시 강정동 3436-16,3지형,교통정보센터
847,제주특별자치도 서귀포시 강정동 3801-43,4지형,교통정보센터
848,제주특별자치도 서귀포시 도순동 1134-4,3지형,교통정보센터
849,제주특별자치도 서귀포시 도순동 1203-8,4지형,교통정보센터
850,제주특별자치도 서귀포시 하원동 157,4지형,교통정보센터
851,제주특별자치도 서귀포시 하원동 663-2,4지형,교통정보센터
852,제주특별자치도 서귀포시 회수동 831-2,4지형,교통정보센터
853,제주특별자치도 서귀포시 중문동 1130-1,4지형,교통정보센터
854,제주특별자치도 서귀포시 중문동 1012-4,4지형,교통정보센터
855,제주특별자치도 서귀포시 동홍동 1570-4,3지형,교통정보센터
856,제주특별자치도 서귀포시 서홍동 308-1,4지형,교통정보센터
857,제주특별자치도 서귀포시 서홍동 310-5,단일로,교통정보센터
858,제주특별자치도 서귀포시 동홍동 1460-9,4지형,교통정보센터
859,제주특별자치도 서귀포시 동홍동 1485-8,3지형,교통정보센터
860,제주특별자치도 서귀포시 동홍동 60-4,단일로,교통정보센터
861,제주특별자치도 서귀포시 동홍동 565-18,3지형,교통정보센터
862,제주특별자치도 서귀포시 서홍동 530-7,4지형,교통정보센터
863,제주특별자치도 서귀포시 호근동 464-2,3지형,교통정보센터
864,제주특별자치도 서귀포시 호근동 1547-2,단일로,교통정보센터
865,제주특별자치도 서귀포시 서귀동 724-4,단일로,교통정보센터
866,제주특별자치도 서귀포시 동홍동 2174-4,4지형,교통정보센터
867,제주특별자치도 서귀포시 동홍동 417-9,3지형,교통정보센터
868,제주특별자치도 서귀포시 토평동 3265-6,4지형,교통정보센터
869,제주특별자치도 서귀포시 토평동 2104,3지형,교통정보센터
870,제주특별자치도 서귀포시 토평동 2037-5,4지형,교통정보센터
871,제주특별자치도 서귀포시 토평동 1695-1,3지형,교통정보센터
872,제주특별자치도 서귀포시 토평동 1697-2,4지형,교통정보센터
873,제주특별자치도 서귀포시 상효동 1352-1,4지형,교통정보센터
874,제주특별자치도 서귀포시 상효동 1300-7,3지형,교통정보센터
875,제주특별자치도 서귀포시 상효동 1287-8,3지형,교통정보센터
876,제주특별자치도 서귀포시 상효동 1281-3,3지형,교통정보센터
877,제주특별자치도 서귀포시 상효동 1260-3,3지형,교통정보센터
878,제주특별자치도 서귀포시 상효동 1127-7,3지형,교통정보센터
879,제주특별자치도 서귀포시 상효동 산 121-7,단일로,교통정보센터
880,제주특별자치도 서귀포시 상효동 산 108-12,3지형,교통정보센터
881,제주특별자치도 서귀포시 남원읍 신례리 1639-1,3지형,교통정보센터
882,제주특별자치도 서귀포시 남원읍 하례리 1120,4지형,교통정보센터
883,제주특별자치도 서귀포시 남원읍 하례리 1407-7,4지형,교통정보센터
884,제주특별자치도 서귀포시 남원읍 하례리 1655-4,4지형,교통정보센터
885,제주특별자치도 서귀포시 상효동 1066,4지형,교통정보센터
886,제주특별자치도 서귀포시 표선면 성읍리 3169-1,3지형,교통정보센터
887,제주특별자치도 서귀포시 표선면 성읍리 3142-1,단일로,교통정보센터
888,제주특별자치도 서귀포시 표선면 성읍리 2129-3,4지형,교통정보센터
889,제주특별자치도 서귀포시 표선면 성읍리 2164-1,4지형,교통정보센터
890,제주특별자치도 서귀포시 표선면 성읍리 1047-1,단일로,교통정보센터
891,제주특별자치도 서귀포시 표선면 성읍리 1106-3,4지형,교통정보센터
892,제주특별자치도 서귀포시 표선면 하천리 1441-4,4지형,교통정보센터
893,제주특별자치도 서귀포시 표선면 하천리 1559-1,4지형,교통정보센터
894,제주특별자치도 서귀포시 표선면 하천리 1100-4,4지형,교통정보센터
895,제주특별자치도 서귀포시 남원읍 수망리 산 90-1,4지형,교통정보센터
896,제주특별자치도 서귀포시 남원읍 수망리 247-13,4지형,교통정보센터
897,제주특별자치도 서귀포시 남원읍 의귀리 1711-2,3지형,교통정보센터
898,제주특별자치도 서귀포시 남원읍 의귀리 799-9,4지형,교통정보센터
899,제주특별자치도 서귀포시 남원읍 의귀리 911-9,4지형,교통정보센터
900,제주특별자치도 서귀포시 안덕면 서광리 75-23,4지형,교통정보센터
901,제주특별자치도 서귀포시 안덕면 서광리 474-2,4지형,교통정보센터
902,제주특별자치도 서귀포시 안덕면 서광리 379-6,3지형,교통정보센터
903,제주특별자치도 서귀포시 안덕면 서광리 366-10,4지형,교통정보센터
904,제주특별자치도 서귀포시 안덕면 덕수리 1622-1,4지형,교통정보센터
905,제주특별자치도 서귀포시 안덕면 덕수리 1681-3,4지형,교통정보센터
906,제주특별자치도 서귀포시 대정읍 안성리 77-1,4지형,교통정보센터
907,제주특별자치도 서귀포시 대정읍 안성리 563,4지형,교통정보센터
908,제주특별자치도 서귀포시 대정읍 안성리 1311-5,4지형,교통정보센터
909,제주특별자치도 서귀포시 대정읍 안성리 1388,4지형,교통정보센터
910,제주특별자치도 서귀포시 대정읍 보성리 2405,4지형,교통정보센터
911,제주특별자치도 서귀포시 대정읍 보성리 2411,단일로,교통정보센터
912,제주특별자치도 서귀포시 대정읍 보성리 2417,3지형,교통정보센터
913,제주특별자치도 서귀포시 대정읍 보성리 2425,3지형,교통정보센터
914,제주특별자치도 서귀포시 대정읍 보성리 2424,4지형,교통정보센터
915,제주특별자치도 서귀포시 대정읍 보성리 2476,3지형,교통정보센터
916,제주특별자치도 서귀포시 대정읍 보성리 2476-13,단일로,교통정보센터
917,제주특별자치도 서귀포시 대정읍 구억리 1178,3지형,교통정보센터
918,제주특별자치도 서귀포시 대정읍 구억리 1159 (건너편),3지형,교통정보센터
919,제주특별자치도 서귀포시 대정읍 구억리 1144,3지형,교통정보센터
920,제주특별자치도 서귀포시 대정읍 구억리 1125(건너편),3지형,교통정보센터
921,제주특별자치도 서귀포시 대정읍 구억리 1184,3지형,교통정보센터
922,제주특별자치도 서귀포시 대정읍 구억리 1110,3지형,교통정보센터
923,제주특별자치도 서귀포시 안덕면 동광리 1390-6,4지형,교통정보센터
924,제주특별자치도 서귀포시 안덕면 서광리 산 25-43,3지형,교통정보센터
925,제주특별자치도 서귀포시 안덕면 서광리 산 34-5,3지형,교통정보센터
926,제주특별자치도 서귀포시 안덕면 서광리 1235-6,3지형,교통정보센터
927,제주특별자치도 제주시 한경면 저지리 산 37-19,4지형,교통정보센터
928,제주특별자치도 서귀포시 안덕면 서광리 2489-43,4지형,교통정보센터
929,제주특별자치도 서귀포시 안덕면 서광리 1224-52,4지형,교통정보센터
930,제주특별자치도 서귀포시 안덕면 서광리 1395-3,4지형,교통정보센터
931,제주특별자치도 서귀포시 성산읍 고성리 186-6,3지형,교통정보센터
932,제주특별자치도 서귀포시 성산읍 수산리 1021-2,3지형,교통정보센터
933,제주특별자치도 서귀포시 성산읍 고성리 256,단일로,교통정보센터
934,제주특별자치도 서귀포시 성산읍 고성리 240-2,3지형,교통정보센터
935,제주특별자치도 서귀포시 성산읍 고성리 352-59,4지형,교통정보센터
936,제주특별자치도 서귀포시 동홍동 1702-1,단일로,교통정보센터
937,제주특별자치도 서귀포시 남원읍 신례리 117-9,3지형,교통정보센터
938,제주특별자치도 서귀포시 색달동 2086,3지형,교통정보센터
939,제주특별자치도 서귀포시 동홍동 789-2,3지형,교통정보센터
940,제주특별자치도 서귀포시 호근동 814-3,단일로,교통정보센터
941,제주특별자치도 서귀포시 토평동 2026-1,단일로,교통정보센터
942,제주특별자치도 서귀포시 표선면 표선리 1881-5,단일로,교통정보센터
943,제주특별자치도 서귀포시 신효동 1514-2,3지형,교통정보센터
944,제주특별자치도 서귀포시 강정동 177-1,4지형,교통정보센터
945,제주특별자치도 서귀포시 법환동 734,4지형,교통정보센터
946,제주특별자치도 서귀포시 강정동 145-7,4지형,교통정보센터
947,제주특별자치도 서귀포시 토평동 822-2,3지형,교통정보센터
948,제주특별자치도 서귀포시 토평동 821,단일로,교통정보센터
949,제주특별자치도 서귀포시 남원읍 하례리 350-5,4지형,교통정보센터
950,제주특별자치도 서귀포시 표선면 가시리 산 158-4,단일로,교통정보센터
951,제주특별자치도 서귀포시 성산읍 신천리 88,4지형,교통정보센터
952,제주특별자치도 서귀포시 토평동 2322-1,4지형,교통정보센터
953,제주특별자치도 서귀포시 토평동 1001-4,단일로,교통정보센터
954,제주특별자치도 서귀포시 남원읍 위미리 26-1,3지형,교통정보센터
955,제주특별자치도 서귀포시 남원읍 위미리 183-1,4지형,교통정보센터
956,제주특별자치도 서귀포시 강정동 4644-3,3지형,교통정보센터
957,제주특별자치도 서귀포시 대정읍 하모리 1288-5,3지형,교통정보센터
958,제주특별자치도 서귀포시 대정읍 하모리 1371-5,3지형,교통정보센터
959,제주특별자치도 서귀포시 안덕면 상창리 594-34,3지형,교통정보센터
960,제주특별자치도 서귀포시 안덕면 상창리 588-8,4지형,교통정보센터
961,제주특별자치도 서귀포시 안덕면 창천리 73-3,4지형,교통정보센터
962,제주특별자치도 서귀포시 표선면 표선리 464,단일로,교통정보센터
963,제주특별자치도 서귀포시 동홍동 61-1,4지형,교통정보센터
964,제주특별자치도 서귀포시 동홍동 512-4,4지형,교통정보센터
965,제주특별자치도 서귀포시 동홍동 1460-8,4지형,교통정보센터
966,제주특별자치도 서귀포시 남원읍 남원리 1344-1,단일로,교통정보센터
967,제주특별자치도 서귀포시 중문동 1820-5,단일로,교통정보센터
968,제주특별자치도 서귀포시 성산읍 고성리 1909-7,4지형,교통정보센터
969,제주특별자치도 서귀포시 표선면 세화리 257-24,4지형,교통정보센터
970,제주특별자치도 서귀포시 토평동 819-1,3지형,교통정보센터
971,제주특별자치도 서귀포시 토평동 2240-9,3지형,교통정보센터
972,제주특별자치도 서귀포시 표선면 하천리 153-3,4지형,교통정보센터
973,제주특별자치도 서귀포시 색달동 2121-4(골프장 반대편 길),3지형,교통정보센터
974,제주특별자치도 서귀포시 성산읍 온평리 262-1,단일로,교통정보센터
975,제주특별자치도 서귀포시 동홍동 942,단일로,교통정보센터
976,제주특별자치도 서귀포시 강정동 593-6,4지형,교통정보센터
977,제주특별자치도 서귀포시 성산읍 수산리 248-5,3지형,교통정보센터
978,제주특별자치도 서귀포시 성산읍 고성리 1472-4,3지형,교통정보센터
979,제주특별자치도 서귀포시 성산읍 수산리 269,4지형,교통정보센터
980,제주특별자치도 서귀포시 안덕면 화순리 763-6,4지형,교통정보센터
981,제주특별자치도 서귀포시 색달동 2186-2,단일로,교통정보센터
982,제주특별자치도 서귀포시 대정읍 무릉리 산63,4지형,교통정보센터
983,제주특별자치도 서귀포시 서귀동 456-2,4지형,교통정보센터
984,제주특별자치도 서귀포시 남원읍 남원리 1585-2,5지형,교통정보센터
985,제주특별자치도 서귀포시 안덕면 서광리 337-6,단일로,교통정보센터
986,제주특별자치도 서귀포시 대정읍 하모리 1569-3,단일로,교통정보센터
987,제주특별자치도 서귀포시 성산읍 시흥리 1190-1,단일로,교통정보센터
988,제주특별자치도 서귀포시 대정읍 상모리 3934-1,3지형,교통정보센터
989,제주특별자치도 서귀포시 표선면 하천리 293-3,3지형,교통정보센터
990,제주특별자치도 서귀포시 성산읍 고성리 2486-1,4지형,교통정보센터
991,제주특별자치도 서귀포시 서귀동 146-25,4지형,교통정보센터
992,제주특별자치도 서귀포시 회수동 973-2,단일로,교통정보센터
993,제주특별자치도 서귀포시 회수동 659,4지형,교통정보센터
994,제주특별자치도 서귀포시 서홍동 1153-5,3지형,교통정보센터
995,제주특별자치도 서귀포시 남원읍 신례리 289-14,3지형,교통정보센터
996,제주특별자치도 서귀포시 대정읍 보성리 2371,3지형,교통정보센터
997,제주특별자치도 서귀포시 호근동 1851-5,4지형,교통정보센터
998,제주특별자치도 서귀포시 남원읍 의귀리 1483-11,단일로,교통정보센터
999,제주특별자치도 서귀포시 대정읍 보성리 1629-1,단일로,교통정보센터
1000,제주특별자치도 서귀포시 남원읍 태흥리 476-5,단일로,교통정보센터
1001,제주특별자치도 서귀포시 대정읍 동일리 2659-2,단일로,교통정보센터
1002,제주특별자치도 서귀포시 하원동 329-7,3지형,교통정보센터
1003,제주특별자치도 서귀포시 성산읍 신천리 464,3지형,교통정보센터
1004,제주특별자치도 서귀포시 남원읍 남원리 158-6,단일로,교통정보센터
1005,제주특별자치도 서귀포시 대정읍 무릉리 3291-1,단일로,교통정보센터
1006,제주특별자치도 서귀포시 법환동 1289-1,단일로,교통정보센터
1007,제주특별자치도 서귀포시 안덕면 사계리 1772-2,단일로,교통정보센터
1008,제주특별자치도 서귀포시 서홍동 1780-1,단일로,교통정보센터
1009,제주특별자치도 서귀포시 성산읍 성산리 333-9,단일로,교통정보센터
1010,제주특별자치도 서귀포시 남원읍 신례리 822-1,단일로,교통정보센터
1011,제주특별자치도 서귀포시 표선면 성읍리 997-1,단일로,교통정보센터
1012,제주특별자치도 서귀포시 성산읍 고성리 263,3지형,교통정보센터
1013,제주특별자치도 서귀포시 남원읍 위미리 4123-1,4지형,교통정보센터
1014,제주특별자치도 서귀포시 남원읍 위미리 1536,4지형,교통정보센터
1015,제주특별자치도 서귀포시 표선면 일주동로 6344,단일로,교통정보센터
1016,제주특별자치도 서귀포시 성산읍 온평리 451-2,3지형,교통정보센터
1017,제주특별자치도 서귀포시 남원읍 남원리 1521,4지형,교통정보센터
1018,제주특별자치도 서귀포시 표선면 표선리 70-4,단일로,교통정보센터
1019,제주특별자치도 서귀포시 강정동 177,단일로,교통정보센터
1020,제주특별자치도 서귀포시 강정동 3458,3지형,교통정보센터
1021,제주특별자치도 서귀포시 대정읍 영락리 1358-3,단일로,교통정보센터
1022,제주특별자치도 서귀포시 서홍동 1752-5,단일로,교통정보센터
1023,제주특별자치도 서귀포시 서호동 153-8,3지형,교통정보센터
1024,제주특별자치도 서귀포시 남원읍 태흥리 20-9,4지형,교통정보센터
1025,제주특별자치도 서귀포시 남원읍 태흥리 1752,3지형,교통정보센터
